"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle"
1007,521692,"Perez, Salvador",6062,16.6,0.251,0.137,0.279,0.388,0.299,0.322,0.261,64,255,89.5,18.1,2262,88.5,88.92,158,613,394,0.4000000000000057,6.51,108,150,122,146,306,331,299,"1.1","-1.1","71.3","7.9",281,206,47,8,0,9,54,19.2,13,4.6,2.44029,0.50855,0.17633,-0.02193,"91.8",163,40.29126213592233,9.223300970873787,6.761565836298933,5.76,-0.57,0.35,2.21,0.3,19,"-0.106752731",0.311,0.435,"0.106752731",-0.01,-0.01100000000000001,-0.047,-0.023,25.8,"39.5"
989,641355,"Bellinger, Cody",6542,15.1,0.26,0.165,0.276,0.426,0.306,0.308,0.261,63,242,89.1,15.3,2276,89.3,89.48,104,525,464,0.20000000000000284,6.34,113,144,124,150,294,323,304,"2.7","-2.7","67.9","7.5",262,205,42,11,1,9,43,16.4,12,4.6,2.32858,0.56681,0.32528,-0.17888,"91.3",153,36.58536585365854,5.365853658536586,4.198473282442748,5.76,-0.84,-0.13,2.41,0.294,11,"-0.271688574",0.301,0.407,"0.271688574",-0.001,-0.007000000000000006,0.019,-0.002,19.8,"36.9"
946,519058,"Moustakas, Mike",2652,35.7,0.229,0.143,0.274,0.371,0.294,0.292,0.219,48,210,88.9,16.3,2296,89,89.29,134,496,450,0.29999999999999716,6.43,114,150,127,150,296,325,300,"4.2","-4.2",,,237,154,34,6,0,8,60,25.3,19,8,2.37756,0.54416,0.29042,-0.20896,"91.4",153,40.909090909090914,6.493506493506493,4.219409282700422,5.76,-1.03,-0.14,2.38,0.3,10,"-0.440909091",0.297,0.351,"0.440909091",0.01,0.0030000000000000027,0.02,0.002,27,"38.0"
934,687952,"Encarnacion-Strand, Christian",1387,67.3,0.226,0.137,0.295,0.363,0.271,0.308,0.251,53,234,88.6,16.1,2201,89,89.25,155,516,418,0.20000000000000284,6.46,108,151,122,147,299,323,292,"10","-10","70.0","7.2",248,163,35,11,0,7,73,29.4,7,2.8,2.32827,0.60148,0.35446,0.15212,"91.6",149,40.49079754601227,9.202453987730062,6.048387096774194,5.82,-0.83,0.19,2.22,0.262,15,"-1.067558887",0.285,0.432,"1.067558887",-0.025,-0.022999999999999965,-0.069,-0.037,30,"39.1"
928,670042,"Raley, Luke",3540,26.2,0.251,0.332,0.267,0.583,0.401,0.387,0.245,50,199,91.1,15,2230,88.9,89.09,172,460,468,0.19999999999998863,6.43,116,146,113,151,294,326,301,"-15.9","15.9","72.0","7.1",239,138,21,10,1,18,63,26.4,26,10.9,2.37313,0.55201,0.36813,-0.25573,"92.9",154,44.927536231884055,17.391304347826086,10.0418410041841,5.78,-1.28,-0.14,2.38,0.368,24,"1.717672414",0.366,0.526,"-1.717672414",0.006,0.0020000000000000018,0.057,0.014,37.4,"38.7"
922,592192,"Canha, Mark",6249,14.8,0.25,0.103,0.283,0.353,0.295,0.278,0.226,51,204,87.9,11.2,2204,88.7,89.03,69,404,518,0.29999999999999716,6.47,107,151,121,146,303,325,291,"7.6","-7.6","67.4","7.3",226,175,34,15,0,2,31,13.7,15,6.6,2.31637,0.62679,0.31889,-0.01445,"91.4",143,35.42857142857142,4,3.0973451327433628,5.81,-0.44,0.25,2.26,0.314,7,"-0.825596529",0.295,0.325,"0.825596529",0.024,0.019000000000000017,0.028,0.017,17.1,"39.6"
870,660766,"Yepez, Juan",2272,38.3,0.314,0.159,0.349,0.473,0.357,0.324,0.277,65,207,87.8,8.1,2275,88.7,89.19,89,427,443,0.5,6.48,109,151,123,147,304,320,295,"-8.3","8.3","69.2","7.2",228,178,42,18,0,5,34,14.9,15,6.6,2.40162,0.54593,0.31827,-0.0624,"91.1",146,34.26966292134831,7.303370786516854,5.701754385964912,5.79,-0.58,0.33,2.23,0.357,13,"0.959310345",0.328,0.406,"-0.959310345",0.037,0.02899999999999997,0.067,0.033,20.8,"37.7"
865,691016,"Soderstrom, Tyler",1289,67.1,0.226,0.189,0.264,0.415,0.309,0.343,0.245,48,212,91.7,10,2258,88.5,88.74,133,426,439,0.20000000000000284,6.44,114,146,122,152,294,323,301,"4.6","-4.6","72.9","7.4",234,154,28,10,0,10,59,25.2,18,7.7,2.46875,0.48532,0.40019,-0.32167,"92.9",160,48.701298701298704,13.636363636363635,8.974358974358974,5.72,-1.48,-0.09,2.23,0.295,21,"-0.530751445",0.314,0.474,"0.530751445",-0.019,-0.019000000000000017,-0.059,-0.034,31.2,"37.0"
860,624415,"Biggio, Cavan",3624,23.7,0.244,0.176,0.324,0.42,0.334,0.281,0.197,43,176,85.7,17.2,2225,89.5,89.46,85,340,520,0,6.38,114,153,117,151,290,322,297,"-9.2","9.2","65.1","6.9",204,119,26,10,0,7,59,28.9,24,11.8,2.29083,0.60842,0.36966,-0.26207,"90.3",155,26.05042016806723,5.88235294117647,3.431372549019608,5.8,-1.29,-0.15,2.32,0.34,7,"1.071395349",0.299,0.319,"-1.071395349",0.047,0.041000000000000036,0.101,0.053,25,"37.9"
853,669394,"Burger, Jake",4811,17.7,0.263,0.188,0.293,0.451,0.328,0.34,0.265,56,213,91,9.8,2215,89.1,89.33,125,448,405,0.20000000000000284,6.53,108,151,123,147,306,323,294,"-2","2","73.0","7.3",229,167,37,8,1,10,47,20.5,12,5.2,2.31639,0.60641,0.44912,-0.12356,"93.8",158,47.90419161676647,10.179640718562874,7.423580786026202,5.71,-0.17,0.14,2.24,0.31,17,"0.22989449",0.313,0.471,"-0.22989449",-0.002,-0.0030000000000000027,-0.02,-0.012,27.9,"38.2"
808,665019,"Clemens, Kody",1586,50.9,0.205,0.121,0.255,0.326,0.249,0.246,0.202,39,190,90.6,15.6,2244,88.7,88.78,103,391,417,0.09999999999999432,6.34,115,148,116,152,289,322,296,"12.8","-12.8","69.1","7.2",201,141,24,11,0,4,50,24.9,9,4.5,2.35998,0.62534,0.35383,-0.3083,"91.6",148,41.13475177304964,5.673758865248227,3.9800995024875623,5.86,-1.23,-0.19,2.34,0.244,8,"-1.58019802",0.241,0.323,"1.58019802",0.003,0.0030000000000000027,0.003,0.003,26.3,"39.8"
802,572228,"Voit, Luke",2532,31.7,0.274,0.16,0.369,0.434,0.352,0.346,0.245,48,175,90.3,18.3,2229,88.2,88.26,149,414,388,0.09999999999999432,6.34,108,152,122,145,303,324,295,"-5.6","5.6",,,203,118,34,7,0,7,59,29.1,20,9.9,2.39349,0.58635,0.30192,-0.16572,"91.5",162,44.91525423728814,11.864406779661017,6.896551724137931,5.83,0.08,0.16,2.39,0.365,14,"0.69276808",0.341,0.443,"-0.69276808",0.029,0.023999999999999966,-0.009,0.006,36,"37.4"
