"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle"
"FC","2024-09-29","86.3","-1.04","5.62","Walker, Christian",572233,663362,"field_out","hit_into_play",,,,,4,"Christian Walker flies out to shortstop Nick Ahmed.","R","R","R","AZ","SD","X",6,"fly_ball",1,1,2024,"0.2","0.62","-0.39","2.78",,,677950,1,8,"Bot",115.49,126.04,,,,,1.138102766869788,-125.75015821258522,-1.8516974109768243,1.9524125910155619,23.391457423012877,-25.431492504412063,"3.41","1.53",188,"70",53,"87.1",2131,"6.5",747147,553869,456781,630105,642180,605113,444482,701538,663604,"53.97",0.091,0.088,"0",1,0,0,3,68,3,"Cutter",9,2,9,2,2,9,9,2,"Standard","Standard",194,"0","-0.288","76.4","7.4",0.11,"0.288","88.0",7,7,"0.999","0.999",27,33,28,33,3,4,39,1,,,"2.41","-0.2","-0.2","29.9"
"KN","2024-09-29","72.1","-0.81","5.38","Walker, Christian",572233,663362,,"blocked_ball",,,,,14,"Christian Walker flies out to shortstop Nick Ahmed.","R","R","R","AZ","SD","B",,,0,1,2024,"0.19","-0.15","1.47","0.58",,,677950,1,8,"Bot",,,,,,,4.216286067414011,-104.8002247115537,-1.6893392669567946,0.5407516868241192,20.870965645361686,-33.16784632512976,"3.27","1.38",,,,"71.7",318,"6.4",747147,553869,456781,630105,642180,605113,444482,701538,663604,"54.06",,,,,,,,68,2,"Knuckleball",9,2,9,2,2,9,9,2,"Standard","Standard",35,"0","0.035",,,,"-0.035",,7,7,"0.999","0.999",27,33,28,33,3,4,39,1,,,"4.61","-0.19","-0.19","30.6"
"ST","2024-09-29","80.1","-1.13","5.41","Walker, Christian",572233,663362,,"called_strike",,,,,9,"Christian Walker flies out to shortstop Nick Ahmed.","R","R","R","AZ","SD","S",,,0,0,2024,"1.12","0.1","0.79","2.08",,,677950,1,8,"Bot",,,,,,,2.125672739127565,-116.64274036808342,-0.7906470401225983,9.690372152308264,24.219619844297274,-31.330999708512955,"3.4","1.48",,,,"80.1",2247,"6.5",747147,553869,456781,630105,642180,605113,444482,701538,663604,"54.04",,,,,,,,68,1,"Sweeper",9,2,9,2,2,9,9,2,"Strategic","Standard",88,"0","-0.047",,,,"0.047",,7,7,"0.999","0.999",27,33,28,33,3,4,39,1,,,"3.48","-1.12","-1.12","27.4"
"CH","2024-09-29","83.3","1.16","5.81","Walker, Christian",572233,527048,"double","hit_into_play",,,,,8,"Christian Walker doubles (26) on a line drive to left fielder David Peralta.","R","R","L","AZ","SD","X",7,"line_drive",0,0,2024,"1.1","1.08","-0.15","2.08",,,,1,4,"Bot",37.26,94.92,,,,,-5.128940335762691,-121.25029994471421,-4.240807170251887,11.82926299159493,23.085872559446365,-20.84532175938947,"3.41","1.53",225,"110",11,"82.9",1691,"6",747147,553869,650333,630105,642180,605113,444482,701538,663604,"54.53",0.9,0.929,"1.25",1,1,1,5,28,1,"Changeup",0,1,0,1,1,0,0,1,"Standard","Standard",131,"0.056","0.415","77.2","7.9",1.25,"-0.415","110.0",-1,-1,"0.391","0.391",33,33,33,33,2,1,8,1,,,"2.19","1.1","-1.1","46.2"
"KN","2024-09-29","79.7","-0.77","5.64","Walker, Christian",572233,663362,"hit_by_pitch","hit_by_pitch",,,,,11,"Christian Walker hit by pitch.","R","R","R","AZ","SD","B",,,0,2,2024,"0.24","0.58","-1.61","3.44",666971,,,2,6,"Bot",,,,,,,-2.2965315013585292,-115.96932188037569,0.9237366205739382,2.6361007530968754,25.113108074370214,-27.424625955591846,"3.41","1.53",,,,"79.3",142,"6.4",747147,553869,456781,630105,642180,605113,444482,701538,663604,"54.13",,0.720192,"0.7",1,0,0,,53,4,"Knuckleball",8,2,8,2,2,8,8,2,"Standard","Standard",342,"0","0.288",,,,"-0.288",,6,6,"0.988","0.988",27,33,28,33,2,3,39,1,,,"3.05","-0.24","-0.24","35.8"
"FF","2024-09-29","91.7","-0.98","5.37","Walker, Christian",572233,663362,,"foul",,,,,12,"Christian Walker hit by pitch.","R","R","R","AZ","SD","S",,,0,2,2024,"-0.72","1.09","1.22","3.06",666971,,,2,6,"Bot",,,,,,,7.127712079771778,-133.38472327982763,-2.323290655448322,-10.118871306929874,29.405496713441725,-18.916078264134864,"3.41","1.53",144,"77.8",12,"92",2066,"6.5",747147,553869,456781,630105,642180,605113,444482,701538,663604,"53.97",,,,,,,,53,3,"4-Seam Fastball",8,2,8,2,2,8,8,2,"Standard","Standard",227,"0","0","71.1","7.1",,"0","88.0",6,6,"0.988","0.988",27,33,28,33,2,3,39,1,,,"1.63","0.72","0.72","23.9"
"KN","2024-09-29","78.4","-0.78","5.54","Walker, Christian",572233,663362,,"swinging_strike",,,,,13,"Christian Walker hit by pitch.","R","R","R","AZ","SD","S",,,0,1,2024,"-1","-0.98","-0.86","1.78",666971,,,2,6,"Bot",,,,,,,1.6737732716645723,-114.02234374739244,0.7111704503206249,-8.93118708710109,25.899986674687923,-41.03543253086901,"3.41","1.53",,,,"77.7",278,"6.3",747147,553869,456781,630105,642180,605113,444482,701538,663604,"54.16",,,,,,,,53,2,"Knuckleball",8,2,8,2,2,8,8,2,"Standard","Standard",2,"0","-0.07","76.9","7.7",,"0.07",,6,6,"0.988","0.988",27,33,28,33,2,3,39,1,,,"4.77","1","1","32.6"
"ST","2024-09-29","82.7","-1.14","5.43","Walker, Christian",572233,663362,,"foul",,,,,2,"Christian Walker hit by pitch.","R","R","R","AZ","SD","S",,,0,0,2024,"0.66","0.45","0.18","3.13",666971,,,2,6,"Bot",,,,,,,1.7219736255552915,-120.56202059330887,0.26753941097262623,6.231040774297942,20.193214902538788,-27.924953333530702,"3.41","1.53",225,"69.3",47,"83.8",2215,"6.6",747147,553869,456781,630105,642180,605113,444482,701538,663604,"53.88",,,,,,,,53,1,"Sweeper",8,2,8,2,2,8,8,2,"Standard","Standard",92,"0","-0.047","71.8","7.1",,"0.047","88.0",6,6,"0.988","0.988",27,33,28,33,2,3,39,1,,,"2.83","-0.66","-0.66","28.8"
"CU","2024-09-29","78.4","1.09","5.7","Walker, Christian",572233,527048,"grounded_into_double_play","hit_into_play",,,,,14,"Christian Walker grounds into a double play, third baseman Tyler Wade to second baseman Jake Cronenworth to first baseman Luis Arraez.   Lourdes Gurriel Jr.  out at 2nd.    Christian Walker out at 1st.","R","R","L","AZ","SD","X",5,"ground_ball",0,2,2024,"-0.18","-0.63","0.28","1.39",,606466,666971,1,1,"Bot",98.51,166.8,,,,,-1.4020729254738513,-114.31428698339924,-1.3966515382608655,-1.369618153866188,19.17865798248003,-37.66426464044628,"3.41","1.53",35,"82.4",0,"78.3",2509,"5.9",747147,553869,650333,630105,642180,605113,444482,701538,663604,"54.56",0.197,0.181,"0",1,0,0,2,7,3,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",313,"-0.085","-0.427","63.2","8.1",0.209,"0.427","88.0",0,0,"0.585","0.585",33,33,33,33,1,0,8,1,,,"4.29","-0.18","0.18","47.9"
"FF","2024-09-29","90.8","0.8","5.76","Walker, Christian",572233,527048,,"swinging_strike",,,,,11,"Christian Walker grounds into a double play, third baseman Tyler Wade to second baseman Jake Cronenworth to first baseman Luis Arraez.   Lourdes Gurriel Jr.  out at 2nd.    Christian Walker out at 1st.","R","R","L","AZ","SD","S",,,0,1,2024,"0.79","1.39","-0.17","3.61",,606466,666971,1,1,"Bot",,,,,,,-4.083681091444318,-132.29826216946995,-2.4556604675813594,10.093877040376272,27.622848053042304,-15.50089444561269,"3.41","1.53",,,,"90.6",2235,"6",747147,553869,650333,630105,642180,605113,444482,701538,663604,"54.46",,,,,,,,7,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",142,"0","-0.093","36.6","5.2",,"0.093",,0,0,"0.585","0.585",33,33,33,33,1,0,8,1,,,"1.36","0.79","-0.79","49.3"
"SI","2024-09-29","90.6","0.88","5.74","Walker, Christian",572233,527048,,"called_strike",,,,,7,"Christian Walker grounds into a double play, third baseman Tyler Wade to second baseman Jake Cronenworth to first baseman Luis Arraez.   Lourdes Gurriel Jr.  out at 2nd.    Christian Walker out at 1st.","R","R","L","AZ","SD","S",,,0,0,2024,"1.43","0.92","-0.78","1.93",,606466,666971,1,1,"Bot",,,,,,,-7.1592545877867515,-131.7143697195082,-5.553024484894221,18.20187518922788,27.37983441835981,-20.4406911935806,"3.41","1.56",,,,"90.3",1995,"6.1",747147,553869,650333,630105,642180,605113,444482,701538,663604,"54.39",,,,,,,,7,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",138,"0","-0.075",,,,"0.075",,0,0,"0.585","0.585",33,33,33,33,1,0,8,1,,,"1.86","1.43","-1.43","48.2"
"KN","2024-09-29","78.4","-0.68","5.57","Walker, Christian",572233,663362,"hit_by_pitch","hit_by_pitch",,,,,11,"Christian Walker hit by pitch.","R","R","R","AZ","SD","B",,,1,2,2024,"-0.37","0.28","-1.94","3.47",,,,0,5,"Bot",,,,,,,-2.0501478731990623,-114.14593448375452,1.8508470979648828,-2.819753567728766,22.347609807386885,-30.364565399764448,"3.41","1.53",,,,"78.3",187,"6.3",747147,553869,650333,630105,642180,605113,444482,701538,663604,"54.2",,0.720192,"0.7",1,0,0,,40,4,"Knuckleball",6,1,6,1,1,6,6,1,"Standard","Standard",12,"0.004","0.465",,,,"-0.465",,5,5,"0.965","0.965",27,33,28,33,1,2,39,1,,,"3.45","0.37","0.37","34.6"
"FC","2024-09-29","88.3","-0.84","5.77","Walker, Christian",572233,663362,,"ball",,,,,12,"Christian Walker hit by pitch.","R","R","R","AZ","SD","B",,,0,2,2024,"0.32","0.66","0.72","4.53",,,,0,5,"Bot",,,,,,,3.1160208642880534,-128.73245196374788,1.6416049553140704,3.0285262474646153,24.132134515558025,-25.31954938639752,"3.41","1.54",,,,"88.9",2153,"6.4",747147,553869,650333,630105,642180,605113,444482,701538,663604,"54.15",,,,,,,,40,3,"Cutter",6,1,6,1,1,6,6,1,"Standard","Standard",191,"0","0.021",,,,"-0.021",,5,5,"0.965","0.965",27,33,28,33,1,2,39,1,,,"2.23","-0.32","-0.32","34.8"
"ST","2024-09-29","76.6","-0.54","5.64","Walker, Christian",572233,663362,,"swinging_strike",,,,,9,"Christian Walker hit by pitch.","R","R","R","AZ","SD","S",,,0,1,2024,"0.72","0.3","0.31","1.64",,,,0,5,"Bot",,,,,,,0.4894977283727201,-111.49418923553036,-1.8891637656032836,5.854717062065322,23.066398296847407,-29.554963094614525,"3.41","1.53",,,,"76.2",161,"6.3",747147,553869,650333,630105,642180,605113,444482,701538,663604,"54.2",,,,,,,,40,2,"Sweeper",6,1,6,1,1,6,6,1,"Standard","Standard",16,"0","-0.049","46.2","7.2",,"0.049",,5,5,"0.965","0.965",27,33,28,33,1,2,39,1,,,"3.63","-0.72","-0.72","38.8"
"SI","2024-09-29","91.4","-1.22","5.46","Walker, Christian",572233,663362,,"called_strike",,,,,8,"Christian Walker hit by pitch.","R","R","R","AZ","SD","S",,,0,0,2024,"-1.41","0.67","0.1","1.56",,,,0,5,"Bot",,,,,,,6.41561962474705,-132.91981517380827,-5.420026098860532,-18.132359046989635,29.430027957779515,-23.203186499365955,"3.45","1.57",,,,"91.8",2158,"6.7",747147,553869,650333,630105,642180,605113,444482,701538,663604,"53.84",,,,,,,,40,1,"Sinker",6,1,6,1,1,6,6,1,"Standard","Standard",224,"0","-0.033",,,,"0.033",,5,5,"0.965","0.965",27,33,28,33,1,2,39,1,,,"2.07","1.41","1.41","28.9"
"FC","2024-09-28","89.1","-1.34","5.97","Walker, Christian",572233,681190,"strikeout","swinging_strike",,,,,6,"Christian Walker strikes out swinging.   Joc Pederson to 2nd.  Corbin Carroll steals (34) 3rd base.  Joc Pederson steals (7) 2nd base.","R","R","R","AZ","SD","S",2,,3,2,2024,"0.36","0.69","0.78","2.34",,682998,592626,1,6,"Bot",,,,,,,4.465551088732465,-129.85999476421887,-4.42730771434966,3.252586675787306,23.87823515166814,-23.62776186241066,"3.42","1.52",,,,"89.7",2566,"6.3",747146,543309,456781,605113,592518,593428,444482,663604,642180,"54.22",,0,"0",1,0,0,,47,7,"Cutter",0,0,0,0,0,0,0,0,"Infield shade","Standard",181,"-0.041","-0.581","70.7","7.3",,"0.581",,0,0,"0.626","0.626",25,33,26,33,3,2,28,1,,1,"2.14","-0.36","-0.36","36.1"
"SI","2024-09-28","94.7","-1.3","5.95","Walker, Christian",572233,681190,,"foul",,,,,13,"Christian Walker strikes out swinging.   Joc Pederson to 2nd.  Corbin Carroll steals (34) 3rd base.  Joc Pederson steals (7) 2nd base.","R","R","R","AZ","SD","S",,,3,2,2024,"-1.28","1.07","-1.05","2.35",,682998,592626,1,6,"Bot",,,,,,,3.5152058417803542,-137.80357129038867,-6.121405941525123,-17.035608718194734,30.66456892573806,-17.364247039324656,"3.42","1.52",,,,"94.9",2403,"6.4",747146,543309,456781,605113,592518,593428,444482,663604,642180,"54.07",,,,,,,,47,6,"Sinker",0,0,0,0,0,0,0,0,"Infield shade","Standard",212,"0","0","59.4","6.5",,"0",,0,0,"0.626","0.626",25,33,26,33,3,2,28,1,,1,"1.47","1.28","1.28","37.5"
"FC","2024-09-28","90","-1.44","5.92","Walker, Christian",572233,681190,,"foul",,,,,5,"Christian Walker strikes out swinging.   Joc Pederson to 2nd.  Corbin Carroll steals (34) 3rd base.  Joc Pederson steals (7) 2nd base.","R","R","R","AZ","SD","S",,,3,1,2024,"0.11","0.51","0.1","2.63",,682998,592626,1,6,"Bot",,,,,,,3.586839907569415,-131.12222360860346,-3.373367372013446,0.6082161991754256,24.830875354530075,-25.76433695073923,"3.42","1.52",201,"69.9",27,"90.6",2653,"6.4",747146,543309,456781,605113,592518,593428,444482,663604,642180,"54.14",,,,,,,,47,5,"Cutter",0,0,0,0,0,0,0,0,"Infield shade","Standard",186,"0","-0.125","73.3","6.9",,"0.125","88.0",0,0,"0.626","0.626",25,33,26,33,3,2,28,1,,1,"2.27","-0.11","-0.11","36.5"
"FC","2024-09-28","91","-1.42","5.94","Walker, Christian",572233,681190,,"ball",,,,,14,"Christian Walker strikes out swinging.   Joc Pederson to 2nd.  Corbin Carroll steals (34) 3rd base.  Joc Pederson steals (7) 2nd base.","R","R","R","AZ","SD","B",,,2,1,2024,"0.27","0.81","2.08","0.79",,682998,592626,1,6,"Bot",,,,,,,8.210947832481471,-132.10114556042913,-8.748513032579064,1.5276414292837803,26.871156835084765,-21.064859174377922,"3.42","1.54",,,,"91.2",2624,"6.5",747146,543309,456781,605113,592518,593428,444482,663604,642180,"54.04",,,,,,,,47,4,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",193,"0","0.202",,,,"-0.202",,0,0,"0.626","0.626",25,33,26,33,3,2,28,1,,1,"1.95","-0.27","-0.27","39.1"
"FC","2024-09-28","89.6","-1.33","5.92","Walker, Christian",572233,681190,,"ball",,,,,14,"Christian Walker strikes out swinging.   Joc Pederson to 2nd.  Corbin Carroll steals (34) 3rd base.  Joc Pederson steals (7) 2nd base.","R","R","R","AZ","SD","B",,,1,1,2024,"0.25","0.49","0.55","1.39",,682998,592626,1,6,"Bot",,,,,,,4.1344183548496645,-130.4006502653182,-6.279099700006065,2.079042862911912,24.396058728393783,-25.577136055575654,"3.48","1.54",,,,"90.1",2731,"6.4",747146,543309,456781,605113,592518,593428,444482,663604,642180,"54.13",,,,,,,,47,3,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",180,"0","0.082",,,,"-0.082",,0,0,"0.626","0.626",25,33,26,33,3,2,28,1,,1,"2.33","-0.25","-0.25","39.5"
"SI","2024-09-28","94.1","-1.31","5.99","Walker, Christian",572233,681190,,"foul",,,,,13,"Christian Walker strikes out swinging.   Joc Pederson to 2nd.  Corbin Carroll steals (34) 3rd base.  Joc Pederson steals (7) 2nd base.","R","R","R","AZ","SD","S",,,1,0,2024,"-1.28","1","-0.78","1.33",,682998,592626,1,6,"Bot",,,,,,,4.203214464777926,-136.88997332052793,-8.60006284360545,-17.013690921981038,29.077415370758704,-17.926528125975164,"3.42","1.52",,,,"94.2",2440,"6.3",747146,543309,456781,605113,592518,593428,444482,663604,642180,"54.22",,,,,,,,47,2,"Sinker",0,0,0,0,0,0,0,0,"Infield shade","Standard",211,"0","-0.105","75.8","7.8",,"0.105",,0,0,"0.626","0.626",25,33,26,33,3,2,28,1,,1,"1.57","1.28","1.28","37.1"
"ST","2024-09-28","83.2","-1.55","5.91","Walker, Christian",572233,681190,,"ball",,,,,14,"Christian Walker strikes out swinging.   Joc Pederson to 2nd.  Corbin Carroll steals (34) 3rd base.  Joc Pederson steals (7) 2nd base.","R","R","R","AZ","SD","B",,,0,0,2024,"0.85","0.32","1.62","1.96",,682998,592626,1,6,"Bot",,,,,,,5.596708307900811,-121.08191973893949,-3.2687791050856223,7.438941069545305,21.897733606855564,-28.58119456280758,"3.49","1.55",,,,"83.5",3098,"6.3",747146,543309,456781,605113,592518,593428,444482,663604,642180,"54.19",,,,,,,,47,1,"Sweeper",0,0,0,0,0,0,0,0,"Infield shade","Standard",81,"0","0.058",,,,"-0.058",,0,0,"0.626","0.626",25,33,26,33,3,2,28,1,,1,"2.95","-0.85","-0.85","36.6"
"FF","2024-09-28","93.6","-1.22","6.05","Walker, Christian",572233,681190,"hit_by_pitch","hit_by_pitch",,,,,11,"Christian Walker hit by pitch.","R","R","R","AZ","SD","B",,,1,1,2024,"-0.96","1.24","-1.74","3.52",,,,1,4,"Bot",,,,,,,0.7668368030704031,-136.31402491798153,-3.546566038176494,-12.127263213394686,29.680911231962465,-16.190024105698807,"3.42","1.52",,,,"93.6",2347,"6.2",747146,543309,456781,605113,592518,593428,444482,663604,642180,"54.27",,0.720192,"0.7",1,0,0,,29,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",206,"0.03","0.276",,,,"-0.276",,0,0,"0.532","0.532",25,33,26,33,2,1,28,1,,1,"1.36","0.96","0.96","40.1"
"FC","2024-09-28","89.5","-1.42","5.9","Walker, Christian",572233,681190,,"foul_tip",,,,,9,"Christian Walker hit by pitch.","R","R","R","AZ","SD","S",,,1,0,2024,"0.37","0.53","0.33","1.6",,,,1,4,"Bot",,,,,,,3.512342584871451,-130.31345466006073,-5.785618093442375,3.5742393866224376,24.456644453245485,-25.208040183226636,"3.42","1.52",,,,"89.7",2705,"6.2",747146,543309,456781,605113,592518,593428,444482,663604,642180,"54.34",,,,,,,,29,2,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",184,"0","-0.032","76.5","8.4",,"0.032",,0,0,"0.532","0.532",25,33,26,33,2,1,28,1,,1,"2.29","-0.37","-0.37","35.6"
"CU","2024-09-28","80.3","-1.46","5.91","Walker, Christian",572233,681190,,"ball",,,,,13,"Christian Walker hit by pitch.","R","R","R","AZ","SD","B",,,0,0,2024,"1.33","-0.59","-1.04","2.13",,,,1,4,"Bot",,,,,,,-1.585457802986097,-116.88816032807061,-0.551412191711183,12.4507600008502,22.61911609672768,-37.65106251161395,"3.41","1.58",,,,"80.1",3247,"6.2",747146,543309,456781,605113,592518,593428,444482,663604,642180,"54.28",,,,,,,,29,1,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",62,"0","0.025",,,,"-0.025",,0,0,"0.532","0.532",25,33,26,33,2,1,28,1,,1,"4.13","-1.33","-1.33","39.6"
"FC","2024-09-28","89.7","-1.45","5.84","Walker, Christian",572233,681190,"force_out","hit_into_play",,,,,14,"Christian Walker grounds into a force out, shortstop Xander Bogaerts to second baseman Nick Ahmed.   Ketel Marte out at 2nd.","R","R","R","AZ","SD","X",6,"ground_ball",3,1,2024,"-0.01","0.54","0.95","1.89",,,606466,2,1,"Bot",120.81,144.42,,,,,5.975360897653221,-130.5361709337228,-4.998216212481008,-1.310440344548607,24.863482356439082,-25.124964057782805,"3.42","1.52",5,"86.9",-20,"90.1",2696,"6.3",747146,543309,456781,605113,592518,593428,444482,663604,642180,"54.16",0.071,0.072,"0",1,0,0,2,8,5,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",177,"-0.022","-0.324","72.2","7.4",0.082,"0.324","88.0",0,0,"0.522","0.522",25,33,26,33,1,0,28,1,,1,"2.27","0.01","0.01","39.2"
"FC","2024-09-28","90","-1.24","5.87","Walker, Christian",572233,681190,,"ball",,,,,14,"Christian Walker grounds into a force out, shortstop Xander Bogaerts to second baseman Nick Ahmed.   Ketel Marte out at 2nd.","R","R","R","AZ","SD","B",,,2,1,2024,"0.38","0.62","2.18","1.63",,,606466,2,1,"Bot",,,,,,,7.6708383484579326,-130.8950114624503,-5.933122725417643,2.927900418869507,25.390463130846562,-24.03045706278802,"3.41","1.52",,,,"90.4",2780,"6.4",747146,543309,456781,605113,592518,593428,444482,663604,642180,"54.13",,,,,,,,8,4,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",183,"0","0.066",,,,"-0.066",,0,0,"0.522","0.522",25,33,26,33,1,0,28,1,,1,"2.18","-0.38","-0.38","38.4"
"FF","2024-09-28","95.3","-1.16","5.9","Walker, Christian",572233,681190,,"ball",,,,,14,"Christian Walker grounds into a force out, shortstop Xander Bogaerts to second baseman Nick Ahmed.   Ketel Marte out at 2nd.","R","R","R","AZ","SD","B",,,1,1,2024,"-0.69","1.24","1.45","1.72",,,606466,2,1,"Bot",,,,,,,8.431055738667805,-138.37196332455255,-8.163092161826976,-10.723121502850361,28.88015556147604,-14.59435556609793,"3.42","1.54",,,,"95.6",2423,"6.4",747146,543309,456781,605113,592518,593428,444482,663604,642180,"54.06",,,,,,,,8,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",211,"0","0.042",,,,"-0.042",,0,0,"0.522","0.522",25,33,26,33,1,0,28,1,,1,"1.27","0.69","0.69","38.2"
"FC","2024-09-28","89.9","-1.26","5.96","Walker, Christian",572233,681190,,"foul",,,,,12,"Christian Walker grounds into a force out, shortstop Xander Bogaerts to second baseman Nick Ahmed.   Ketel Marte out at 2nd.","R","R","R","AZ","SD","S",,,1,0,2024,"0.44","0.9","0.97","2.76",,,606466,2,1,"Bot",,,,,,,4.598217394871633,-130.88377754427853,-3.934812117501352,4.233902169715703,24.817502711466478,-21.131188971164125,"3.42","1.52",176,"74.7",18,"90.3",2586,"6.3",747146,543309,456781,605113,592518,593428,444482,663604,642180,"54.2",,,,,,,,8,2,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",193,"0","-0.04","72.4","6.8",,"0.04","88.0",0,0,"0.522","0.522",25,33,26,33,1,0,28,1,,1,"1.89","-0.44","-0.44","38.8"
"SI","2024-09-28","94.8","-1.26","5.96","Walker, Christian",572233,681190,,"ball",,,,,11,"Christian Walker grounds into a force out, shortstop Xander Bogaerts to second baseman Nick Ahmed.   Ketel Marte out at 2nd.","R","R","R","AZ","SD","B",,,0,0,2024,"-1.22","1.05","-1.47","3.15",,,606466,2,1,"Bot",,,,,,,2.168825061696016,-138.0791172706512,-4.071356687268306,-16.119041581332223,29.68126114143659,-17.988936939120116,"3.52","1.52",,,,"95",2332,"6.3",747146,543309,456781,605113,592518,593428,444482,663604,642180,"54.25",,,,,,,,8,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",208,"0","0.028",,,,"-0.028",,0,0,"0.522","0.522",25,33,26,33,1,0,28,1,,1,"1.47","1.22","1.22","38.3"
"FF","2024-09-28","90.5","2.08","6.09","Walker, Christian",572233,673513,"single","hit_into_play",,,,,9,"Christian Walker singles on a ground ball to left fielder David Peralta.","R","R","L","AZ","SD","X",7,"ground_ball",0,0,2024,"0.51","1.57","0.62","1.67",,,,0,9,"Bot",85.04,107.4,,,,,-4.688806089817878,-131.60164034364072,-8.358936784700287,6.871182360225262,27.749071141625866,-12.297422200894422,"3.42","1.52",76,"82",5,"89.8",2290,"5.9",747146,543309,456781,605113,592518,593428,444482,663604,642180,"54.64",0.297,0.265,"0.9",1,1,0,2,70,1,"4-Seam Fastball",0,5,0,5,5,0,0,5,"Standard","Standard",156,"0.008","0.403","72.9","8.3",0.318,"-0.403","88.0",-5,-5,"0.007","0.007",28,33,29,33,1,3,2,1,1,1,"1.21","0.51","-0.51","55.3"
"FF","2024-09-27","93.5","-3.04","5.65","Walker, Christian",572233,506433,"field_out","hit_into_play",,,,,3,"Christian Walker lines out to right fielder Fernando Tatis Jr.","R","R","R","AZ","SD","X",9,"line_drive",1,2,2024,"-0.45","1.29","0.3","3.02",,,,0,6,"Bot",198.39,87.18,,,,,9.664909189991445,-135.84741718822477,-3.9299370866672265,-7.582254002650546,28.10412310882818,-15.434583655059848,"3.42","1.53",329,"99.5",19,"94.5",2332,"6.8",747145,543309,650333,630105,592518,593428,595777,701538,665487,"53.67",0.317,0.359,"0",1,0,0,4,50,4,"4-Seam Fastball",2,5,2,5,5,2,2,5,"Strategic","Standard",218,"-0.026","-0.167","67.6","6.3",0.546,"0.167","99.5",-3,-3,"0.151","0.151",37,33,38,33,3,2,5,2,9,1,"1.31","0.45","0.45","33.8"
"SI","2024-09-27","92.7","-2.26","5.62","Walker, Christian",572233,506433,,"foul",,,,,4,"Christian Walker lines out to right fielder Fernando Tatis Jr.","R","R","R","AZ","SD","S",,,1,1,2024,"-1.29","0.86","-0.34","2.75",,,,0,6,"Bot",,,,,,,7.743819617686763,-134.8630252615163,-3.4623379221194663,-17.393811739904596,28.403833477794876,-21.050735759562652,"3.42","1.53",,,,"93.2",2331,"6.5",747145,543309,650333,630105,592518,593428,595777,701538,665487,"53.96",,,,,,,,50,3,"Sinker",2,5,2,5,5,2,2,5,"Strategic","Standard",208,"0","-0.051","79.7","7.2",,"0.051",,-3,-3,"0.151","0.151",37,33,38,33,3,2,5,2,9,1,"1.78","1.29","1.29","39.6"
